Unnamed: 0.1,Unnamed: 0,rpid,name,content,like,rcount,sentiment,sentiment_score,analysis_result
25,25,1728460117,夜雨凍,我的歌单里80%都是十几二十年前的这些老歌，真的耐听,10,0.0,怀旧,0.8912197669403097,positive
26,26,1729035739,寂寞桫椤00,我也是,0,0.0,怀旧,0.5262327818078083,netural
27,27,1729028704,寂寞桫椤00,华语的至少2010年后的我听的 就没更新了  日文和英文的还有些更新。,1,0.0,判今,0.32633912407337395,netural
28,28,1729043460,寂寞桫椤00,回复 @我没写过去 :是挺好听的 而且我喜欢歌词,0,0.0,怀旧,0.8613363211867066,positive
29,29,1729171488,四级是伤,现在流量明星这么多，好作品却很少,10,0.0,判今,0.8341884103399835,positive
30,30,1730092976,火啊火的火,我们也变成了古董,1,0.0,怀旧,0.7336073924358482,positive
31,31,1716039143,时间旅行者的笔记本,那时候有才华的都还是少年模样，现在的少年都是一个模样,21922,290.0,判今,0.9999430534959534,positive
32,32,1716261687,好名字都被占勒,总感觉这些歌没那么老 没想到也已经是十四五年前的了[小电视_嘟嘴],15857,110.0,怀旧,0.6942785850062541,netural
33,33,1717331756,嘿嘿投降输一半,敢不敢做一期19年的，我保证一首都不知道,14583,476.0,判今,0.10731329339312168,negative
34,34,1719930635,UC奇趣百科小贱君,有小时候以前抄歌词的吗？,8453,294.0,怀旧,0.9574576373469429,positive
35,35,1726045337,我只喝雪碧啊,可以理解我爸那些人为什么都喜欢听老歌了，我也慢慢变成这样的人了，歌真是一代不如一代，还是以前的好听,7180,327.0,判今,0.9978296855405904,positive
36,36,1726090305,穷鬼ZERO,15年后，有人怀念“鸡你太美...背背”，我估计得疯,808,0.0,判今,0.6382493581747889,netural
37,37,1726091079,我只喝雪碧啊,回复 @穷鬼ZERO :那时候估计没有好歌了,36,0.0,判今,0.4642493269000887,netural
38,38,1728689085,fany寒_女娃_一线尉迟恭,还有更可怕的变化是，你发现你小时候父辈老唱的那几首老歌，慢慢的你觉得还挺好听了[惊讶][惊讶][大笑],2597,0.0,怀旧,0.9999971870402251,positive
39,39,1728692653,我只喝雪碧啊,回复 @fany寒 :审美上来了,310,0.0,怀旧,0.23070788920905105,negative
40,40,1729672957,传统名称,当时唱歌还能赚钱的，直接卖专辑。后来网络发达后产业就崩溃了，无奈,315,0.0,中立,0.3664669398958078,netural
41,41,1735019935,的的啊喔,爸妈年代老歌无敌好听！！疯狂循环张学友（等！,96,0.0,怀旧,0.6653781828638173,netural
42,42,1740230424,格洛米爱吃芒果,我也是的，最最近歌单的日推都是06前的歌了,14,0.0,怀旧,0.8733753078260578,positive
43,43,1743610326,传统名称,其实很多老歌都是翻唱国外歌曲，香港当初除了黄家驹几乎就是汉化组，国内作词作曲大约05年左右开始刚有起色，就遇到互联网潮冲击，整个产业一下就垮了，不是简单的什么歌不好听了，而是不赚钱了。不赚钱谁还认真搞，又不是做慈善。,171,0.0,中立,0.9998817111531314,positive
44,44,1719110135,醴陵醴陵,92年的我全听过，是不是很老了,86,0.0,中立,0.8201882623603909,positive
45,45,1719114926,上上谦儿1,回复 @Wifi16a :不你不老,7,0.0,中立,0.048491730143588097,negative
46,46,1719305593,wusirAC,我就一首没听过,2,0.0,中立,0.5334727365189225,netural
47,47,1719314800,lhr离酒,"回复 @Wifi16a :比你小几岁，这些我一个不落的都听过……,
那时候我还是上小学，我老爹喜欢买CD，于是那时候一边放着VCD一边写作业……",25,0.0,怀旧,0.9667838779267065,positive
48,48,1719408634,醴陵醴陵,我爸也喜欢听歌，家里穷没卖正版，买的都是那种一个盘几百首歌。,36,0.0,怀旧,0.9953616111747275,positive
49,49,1778823010,坤X2,感觉那个时代就没有难听的歌，那时候westlife也是逆天的存在,3,0.0,怀旧,0.74600725779368,positive
50,50,2195643615,Aclla,桃儿说的对：一个行业如果不是百花齐放，只有一枝独秀，这个行业就快完了。 现在华语乐坛就是这样，好听的就是那么几个，周董，邓紫棋（这两个都是老歌手，周董不用说，邓紫棋大概11年我就开始听她），李荣浩反正就是很疲软的感觉，这个行业再这样……就快跟相声一样，没救了……,2,0.0,判今,0.9995735636077697,positive
51,51,2169770309,GulliverT,现在的歌太难听了，特别是流量的，我就是指鲲鲲,2,0.0,判今,0.4520596913686715,netural
52,52,2166104510,王寒之,那时候，我用着一款极简单名叫“千千静听”的播放器，歌单里全是这些歌,2,0.0,怀旧,0.9622249464573263,positive
53,53,2162307003,玉总你的柚子熟了,一直很安静真的好听和胡歌的六月的雨,2,0.0,怀旧,0.5794194804468707,netural
54,54,2159493802,猪脑猫,真的，现在新出的歌没几首中意的,2,0.0,判今,0.22182842342711606,negative
55,55,2144238395,粉蒸兔头,真不是我对现在有什么跟风偏见，是的的确确感觉到现在的华语乐坛非常颓靡，没有什么值得听的歌，排行榜听得皱眉头。就是偶尔出一两首好听的，难道再也不会有神仙打架的时候了吗[大哭],2,0.0,判今,0.4898372867171076,netural
56,56,2142541037,西木野真姬哒,吴克群，我记得当初为你写诗这首歌火了之后，他好像说过五年超越周杰伦[doge],2,0.0,中立,0.9995018713991889,positive
57,57,2130102071,savagezy,13年了，每一首都能跟着唱下去，反观现在那些所谓的流量的歌，听都没听过……,2,0.0,判今,0.9634678630089633,positive
58,58,1769710242,一世南柯,是现在的歌不好听了还是我们都老了[2233娘_困惑][2233娘_困惑],2,1.0,判今,0.9997511165721729,positive
59,59,1767927991,一宇多田伯光一,电影文化靠香港，音乐文化靠台湾。,2,0.0,判今,0.9981060830938726,positive
60,60,1767498711,梦幻天城浮光掠影,"中文歌曲→韩国歌曲→英文歌曲→日文歌曲→纯音乐。我的听歌历程。
最爱→纯音乐→二次元→日文老歌→中文歌曲→英文…… 我的歌单",2,3.0,判今,0.9999999478291749,positive
61,61,1767040077,听说改名会有欧气,除了这些还有后来的网络歌曲啊！许嵩徐良汪苏泷本兮单色凌！真的是回忆啊！我爱许嵩一辈子呜呜呜！,2,0.0,怀旧,0.9999961715397987,positive
62,62,1762380393,琴声肆海,每次别人问我现在华语乐坛都有些啥好歌我都是一脸懵逼的[奸笑],2,0.0,判今,0.6482322638384951,netural
63,63,1762226770,阿拉爱胜,这些歌在现在一个app能不能下全，版权呀,2,0.0,怀旧,0.13630475095045613,negative
64,64,1762120870,暮若蓝,。。。为什么我感觉是人们年龄到了，都开始怀旧了。。。                       过去评价歌曲是听好不好听；现在评价歌曲是咬文嚼字（人均有书念，对事物的看法有了更多面的分析）。。。不是过去的歌太好了，只是当时我们的年纪太好了（都在怀念过去吧）。10年过后年轻人也会觉得现在的歌比10后的歌好听吧。    不杠,2,1.0,中立,0.9992913603710452,positive
65,65,1761992857,么么哒1号R,大家喜欢这些好听歌，其实是更喜欢回味当初那个青涩的自我，更喜欢回想听这些歌时发生的一幕幕事和一个个人，喜欢的人。长大了，不得不面对生活中看似遥远的种种，回味当初，无忧无虑，可以尽情的去打电动，打篮球，去追喜欢的人。听着这些歌，虽不能回到过去，回味一番，总是能得到一些内心的满足。。。,2,0.0,怀旧,0.9999999999999996,positive
66,66,1761566002,一只预谋脱单的汪,以前的歌有内涵有颜值有才华，现在的就是屎，网上还一卡车一卡车的脑残粉说好帅啊什么的(除了颜值我真的感受不到什么颜值和才华个个就像号称自己是美国篮球代表的那谁你们懂的)还要我付费！呸！无意引战，键盘侠请绕道,2,2.0,判今,0.38758349194147634,netural
67,67,1759954607,Kumi教主,不是那时太疯狂，而是现在太菜。那个年代人心还行，音乐影视动漫小说都能看，俊伦潘韶飞信she之类就不说了，少包武林流星隋唐都是经典，动漫还不是什么羊熊猪，飞花野狐海千帆也都是认真写作，现在，满街的♪歌、满屏的神剧小鲜肉修真，满网的总裁怀孕，脑子里都是什么高富帅屌丝tfcxk,2,0.0,判今,0.8711234263456002,positive
68,68,1756377483,koulm,当年可是港台流行曲当道，歌曲质量是华语最高的时候，现在港台没落，大陆大量低质量和抄袭歌曲盖过了许多真正的优秀原创作品，很可笑,2,0.0,判今,0.991394932497143,positive
69,69,1753592631,乌拉尔银狼zero,现在的华语乐坛就是狗屎,2,0.0,判今,0.5954755685711377,netural
70,70,1747774978,刘季干净又卫生,多头平衡的zz环境、蓬勃向上的经济环境、宽松舒适的文化环境、游刃有余的国际环境、亲密的两岸三地关系、以及体内爆棚的荷尔蒙水平，造就了那个黄金年代,2,0.0,怀旧,0.999999834597562,positive
71,71,1747386329,再见气泡儿,说实话凤凰传奇刚出来时的歌很多确实很厉害，月亮之上真的很美,2,1.0,怀旧,0.999964765856786,positive
72,72,1747364606,弹弹弹狂弹鱼尾纹,高产的05年，距离现在都14年了，但我去KTV也只会点这么些歌[捂脸] 经典就是经典！现在的流行歌几乎没有以前的那些歌能带给人那样的感觉了,2,0.0,判今,0.6972750777740375,netural
73,73,1745868179,ic冰雨,以前是神仙打架，现在是菜鸡互啄[无语],2,0.0,判今,0.791157560166106,positive
74,74,1741341827,2程序执行形态,因为之后就是数字音乐的时代，门槛变低以后就是口味引导销量，开始网民口味引导的音乐经济。而之前是专业的音乐人去培养群众的爱好,2,0.0,判今,0.9999856369647658,positive
75,75,1738586209,一壶暖咖啡,是我老了跟不上时代了，还是现在的歌都是一坨屎？？告诉我，你说啊！[大哭][大哭][大哭],2,0.0,判今,0.9261019834727203,positive
76,76,1736101773,星若-Cynthia,记得05-06也是我最频繁唱k的两年。现在去ktv完全不知道唱什么。,2,0.0,判今,0.9854228680876935,positive
77,77,1731392513,毅然丶丶丶,十四年前的歌。。对比现在。。一个天一个地呀[呆],2,0.0,判今,0.9589606515986586,positive
78,78,1730869920,一只话梅,现在的歌有些调确实可以，但是歌词很不走心，很飘，很虚。曲调可以抓人耳朵，歌词的作用是把人留下来一直听，希望以后音乐人写歌词一定要真挚，不要搞那些虚伪虚无的东西,2,0.0,判今,0.9999543299915504,positive
79,79,1729108404,大大大柠萌,以前的甜心教主宅男女神各种称呼都有份量，各个有风格都作品，那个时候的神曲大街小巷都会唱，而且到现在也不过时，现在什么阿猫阿狗都能出歌，出的歌还只有粉丝听，根本不出圈，出圈的歌都是些乱七八糟的歌,2,0.0,判今,0.9940600826253335,positive
80,80,1728829407,来自胖虎的疑问,然而以上歌曲火爆程度丝毫动摇不了2019的鸡你太美,2,0.0,判今,0.9497669786119137,positive
81,81,1726017760,霸气芝士排骨,说实话，杰伦也厉害但那年的王者绝对是童话,2,4.0,怀旧,0.9960142817871724,positive
82,82,1725487278,精杠经第十八代传人,现在很多歌词都很俗，没有太多惊艳的,2,1.0,判今,0.7566419260260707,positive
83,83,1723596754,花开花落o,当年杨丞琳是梦中情人[嫌弃][嫌弃],2,0.0,怀旧,0.962845382080606,positive
84,84,1720742974,你像个弟中之弟,那个时代是神仙打架，这个时代是末法时代,2,0.0,判今,0.9991931640974788,positive
85,85,2081968833,朕醉千古,我发现一个很悲伤的问题，扛把子基本都是这几个人。,1170,57.0,判今,0.9230663689753182,positive
86,86,2082952052,苏打水16,能打的都是众人皆知的,19,0.0,中立,0.49887742870874385,netural
87,87,2082973813,朕醉千古,回复 @苏打水16 :是,0,0.0,中立,0.5917594439700113,netural
88,88,2084610899,啦啦啊咪咪,现在没几个能扛起来大旗,8,0.0,判今,0.11159326575972228,negative
89,89,2086104314,禹霂荀espion,歌手本來就這麼幾個人呀,6,0.0,中立,0.9526279019465956,positive
90,90,2086335752,朕醉千古,回复 @涓滴意念汇成河i :现在的环境时候口水歌,0,0.0,判今,0.5292282751223767,netural
91,91,2087517693,Meilifive,回复 @存在证明的自动人偶 :认真的？？你听过他的歌吗 国王的乞丐 烟火里的尘埃都很不错啊,2,0.0,中立,0.9522348267464888,positive
92,92,2094570978,_徐才魁,当年杰伦一年一个专辑，年年必上榜,20,0.0,怀旧,0.5901038469691694,netural
93,93,2127452730,似乎达成共识-_-,回复 @涓滴意念汇成河i :可惜华晨宇周深传唱度不高啊,0,0.0,中立,0.4045261210283253,netural
94,94,2143333864,双胎奶爸陈小河,回复 @Skmint :兄弟看看09，08年的歌坛，08年是巅峰吧，华晨宇是庆幸晚生10年吧，,6,0.0,判今,0.45275752382291024,netural
95,95,2159105830,蓝灵虾米,"不是歌手少了，是会写歌的人少了。
中国太缺好的作曲家了，会写歌的还是小时候的那批歌手大佬。
新生代出来的太少了",6,0.0,判今,0.9711270355387676,positive
96,96,2161593988,Rzoom,回复 @我爱吃猪心 :华晨宇的传唱度不高不是因为根本唱不了嘛[笑哭][笑哭],3,0.0,中立,0.9761042973858023,positive
97,97,2175190307,沉默寡言雨宫莲,回复 @Rzoom :真实,0,0.0,中立,0.3227799749770386,netural
98,98,2264096281,口吃的lo希,提名毛不易,0,0.0,中立,0.7039302699086982,positive
99,99,2692193838,Meilifive,回复 @我的小小豆豆 :国王的乞丐呀 除了这两个我听过[捂脸] 因为我很少听华语歌 然后就听过这两个都很不错 感觉爆发力很强,0,0.0,中立,0.8639735993776121,positive
100,100,2763404617,丶迷茫的人生,回复 @Skmint :怎么说呢，华晨宇早生十年，和周董他们PK？估计更没戏，吴克羣还有王力宏没看到？,0,0.0,判今,0.3589473275468067,netural
101,101,2763427117,丶迷茫的人生,回复 @Skmint :最起码现在有实力的歌手就那三四个，华晨宇也在内，往前十年，可能就和好多昙花一现的歌手一样，出首歌，冒个泡估计就没音信了。。。,2,0.0,判今,0.21129669857120215,negative
102,102,2763482216,丶迷茫的人生,回复 @Skmint :在这个时代华晨宇的歌都不能被大多数人接受（虽然他真的很有实力），提前十年，被接受的可能那就更小了。在这个实力歌手凋零的年代，他不能独占鳌头，去了那个群英荟萃的年代，他如何在天王巨星的挤压下风生水起？,1,0.0,判今,0.9964051958810568,positive
103,103,2828294892,樱沫蓝草,我那年听泰勒的歌,0,0.0,中立,0.9504927715224053,positive
104,104,3203931637,wh小生,回复 @Skmint :华晨宇都三十多了……出道多少年了就一首烟火里的尘埃出圈还是翻唱,0,0.0,判今,0.8870762119994186,positive
105,105,3230298325,Skmint,回复 @wh小生 :过了一年，，，其实我自己的一些观点则有了少许变化，，，[无语],0,0.0,中立,0.352460286195148,netural
106,106,3433605598,元气小超人的哥哥,其实10年以后好多年轻听众都被韩流或者欧美吸走了，10年之后我听的全是韩团歌，这几年才慢慢开始听华语歌,0,0.0,中立,0.9974312251275433,positive
107,107,3812989738,讴歌汽车,回复 @Skmint :老铁，人会成长的，观点也会变化的，hcy是有实力但是没高到那个程度,0,0.0,中立,0.9930920681377443,positive
108,108,3828533566,Skmint,回复 @小米智能成人玩具 :粉丝招黑啊，再好的东西吹多了也会反感，哎,0,0.0,中立,0.341701957056741,netural
109,109,4164235614,考啥啥不行,回复 @奶油甜解结 :说真的，除了和宿涵合唱烟火里的尘埃和我管你、我的滑板鞋，其余真的get不到，有点跨时空回复了。,0,0.0,判今,0.8372992413174738,positive
110,110,4260737911,不鸽的SLS,回复 @几逢晚 :三巨头里的汪苏泷呢？,0,0.0,中立,0.6883451055439033,netural
111,111,4262662077,几逢晚,回复 @xz快给爷糊 :汪苏泷是89年的,0,0.0,中立,0.28521092589943065,negative
112,112,4399099054,两面三刀流丿へ,回复 @Skmint :他的唱法早十年可能连名号都难上。他那种永远一个曲风的玩家能上号都笑了，还早十年。,0,0.0,判今,0.6252590357395071,netural
113,113,4399113612,两面三刀流丿へ,回复 @妩媚老中医 :毛不易要是那个年代火的了？想都别想看看薛之谦，就知道了。,0,0.0,判今,0.9963621632943906,positive
114,114,4492986968,呼呵哈啊哦,回复 @Skmint :他就靠流量的吧[笑哭]歌曲传唱连孩儿他妈高都没，换成非流量年代顶多二三线,1,0.0,判今,0.2837499257338635,negative
115,115,4732903699,再见夹边沟,回复 @蓝灵虾米 :有脸都可以写歌，不用心都能赚钱，谁还用心做歌？有张脸，有个人设，大把大把的流量，音乐人本来就赚不了多少钱，都是很苦的，看看现在都什么玩意,0,0.0,判今,0.010382250019804529,negative
116,116,4732909824,再见夹边沟,回复 @呼呵哈啊哦 :我都能数，大把歌手超过他，我都不知道他能比得过谁？,0,0.0,判今,0.6118077936805111,netural
117,117,5108257239,Eli莎白,陈奕迅,0,0.0,怀旧,0.6695688322456746,netural
118,118,5175973773,无敌大麻神,回复 @狮子海a :怎么说呢 12年欧美和韩国的的确杀疯了[笑哭]，不过欧美的影响力太大了，一个比伯就够了,0,0.0,中立,0.997258081868076,positive
119,119,97363022176,不会飞的星星,我觉得比歌曲更冰火两重天的反而是弹幕[热词系列_知识增加],1550,30.0,中立,0.9993738432734071,positive
120,120,97536683536,无欲抡笔,[热词系列_知识增加],1,0.0,中立,0.9275508295844151,positive
121,121,98155229856,川上周郎,每首歌弹幕都有什么抬走等等之类的话，像这样的弹幕已经没有必要开了,144,0.0,中立,0.2976261194618436,negative
122,122,98297719728,本当は,有的歌真是尬吹，节奏感都没有,23,0.0,判今,0.13865774093020677,negative
123,123,98390379280,知与足,[热词系列_知识增加],0,0.0,中立,0.9275508295844151,positive
124,124,98671021584,Leroy天黯,很简单，抄袭歌直接骂，含着唱歌的叉掉，剩下的我觉得值得好好评论，而不是凭自己主观臆断就谩骂，别带那么大的戾气，我觉得大部分原创是值得鼓励的。,77,0.0,中立,0.1566193780327998,negative
125,125,98701917904,不想打工呜呜,回复 @Leroy天黯 :很多歌都莫名熟悉，感觉都套着一个模子出来的,13,0.0,判今,0.8271741999550491,positive
126,126,98814685776,香蕉大才Ok,回复 @川上周郎 :确实这些里有一两首还是可以的,2,0.0,中立,0.9708032458700093,positive
127,127,98819048976,想想怎么编吧,回复 @233333333333额 :去掉感觉，现在新歌不就是靠声卡吐字都不清，再加点说唱带点国际范，要不就是抄的多与少，没有好歌谁支持你，谁会去了解。一次抄袭终身打黑。,9,0.0,判今,0.9288194877845224,positive
128,128,99319065296,伏笔止留白1,回复 @想想怎么编吧 :听过几首歌啊就现在的新歌，数字媒体时代得你自己去发现，无知者无谓而不要无知者无畏懂吗,1,0.0,中立,0.999780126075346,positive
129,129,99471422096,炸鸡敲好吃呢,回复 @233333333333额 :其实以前的歌也有这种感觉，有不少歌都总感觉一个调调，比如林俊杰的《那些你很冒险的梦》，我第一次听的时候总觉得我在哪里听过这种旋律,1,0.0,中立,0.9892903695457058,positive
130,130,99632857136,炸鸡敲好吃呢,回复 @想想怎么编吧 :以前陶喆R&amp;B不也是国外的音乐文化？包括周杰伦的rap、快歌这些，你们不也一样喜欢听？以前也一样，华语音乐一直都在融合国外的音乐文化，只是现在很多人都厚古薄今，现在出的歌就先入为主地否定，就是差的,9,0.0,中立,0.9995506727475854,positive
131,131,99634620048,我的AK47小熊呢,回复 @川上周郎 :现在的弹幕评价一首歌完全是看歌手的咖位了，咖位大再烂的歌都能夸，咖位小再好的歌都能喷[呲牙],81,0.0,中立,0.9882601322475166,positive
132,132,99756377952,战士_苍蝇,除了抄袭别的歌不好听也不至于开口就骂吧。,6,0.0,中立,0.23393024166564458,negative
133,133,99931844064,嘿嘿嘿SYJ,回复 @川上周郎 :抄袭的确实应该抬走,11,0.0,判今,0.26840623564235766,negative
134,134,130077848880,风华小吉,年份越近大部分歌曲的质量越差，这是事实，大家最基本的音乐审美还是有的,0,0.0,判今,0.9237165322831502,positive
135,135,138506105792,你好浮夸Gg,抖音的歌全部抬走,0,0.0,判今,0.18784470162428413,negative
136,136,97003946976,罔两-月光清澈,2021的华语乐坛，就像被毁的圆明园，一片废墟里只有几个柱子依然还立着,1643,47.0,判今,0.5987844317675596,netural
137,137,97005904016,和喜儿贴贴,你好会比喻[藏狐],4,0.0,判今,0.9375907676068281,positive
138,138,97009273136,孟德尔教我种豌豆,废墟还能找到宝的可能，现在是废墟里面找垃圾 除了垃圾还是垃圾[辣眼睛],44,0.0,判今,0.13633021794579903,negative
139,139,97012230400,ThumWheel,属实贬低圆明园了,7,0.0,判今,0.33624818799865663,netural
140,140,97012689376,再见我的青春886,回复 @孟德尔教我种豌豆 :这里面还是有几首可以的，比如孤勇者,10,0.0,中立,0.987081406360838,positive
141,141,97016824480,打碎了夜揉进星光,回复 @孟德尔教我种豌豆 :有几首可以的，建议听听，真听不来也不勉强,5,0.0,中立,0.9758748820166527,positive
142,142,97318496288,墨染丶瑜汐,华语乐坛有没有变差我不知道，但是我知道弹幕素质倒是差了不少[OK],2268,102.0,中立,0.0047771384617689705,negative
143,143,97541344736,DreamerNHY,一看到不认识的歌手直接一句叉出去，想当年那些我们熟悉的歌手一个个不都是一首首歌发过来火的嘛。一共视频里能节选多长时间，走马灯一样听个大概就不错了，能在这素质三连的生活里过得是有多不容易啊[捂脸],112,0.0,中立,0.5459815747424448,netural
144,144,97542061008,摆渡Baldu,傲慢与偏见,20,0.0,中立,0.4922707174082095,netural
145,145,97589741968,小乔的男人,一小段就能听出好多东西了 很多唱功明显就不行的还不让说了,10,0.0,判今,0.9788594282115562,positive
146,146,97592653504,芽芽_寒烟柔,其实一句话，我喜欢听谁就听谁的！我也没想拉踩！但是弹幕确实恶心，就像以前那些情歌就说人家土。一到那些自己知道的就起立！只要人歌手换个风格就弹幕说叉出去[脸红],31,0.0,中立,0.22760955725841503,negative
147,147,97592677968,芽芽_寒烟柔,回复 @DreamerNHY :信不信我说一句他们知道的歌手，会被骂到热评[doge],3,0.0,中立,0.02090532052295313,negative
148,148,97667410288,不要笑了哈哈,回复 @小乔的男人 :看你不知道跟你说一下现在弹幕捧成神的许嵩之前也是个网络歌手被喷土,14,0.0,中立,0.484493292793866,netural
149,149,97714275040,咪咪也是嘤嘤怪,只要快抖流行的歌到了B站肯定会被喷，不论好坏歌，B站越来越封闭越来越圈地自萌了，我就觉得许嵩的《乌鸦》一般般，我就觉得《沦陷》挺好听[滑稽],14,0.0,中立,0.9356850106319389,positive
150,150,97745416384,小乔的男人,回复 @不要笑了哈哈 :那个也就一般啊 有几首还行啊 周杰伦都很多难听的对歌不对人,0,0.0,中立,0.761256103344665,positive
151,151,97769484128,绅士基佬紫,回复 @小乔的男人 :有些确实唱功不想，但有些其实唱功还行却因为是新生代抖音神曲也要被叉出去。说他们跟风喷没说错吧？就像华晨宇其实本身天赋和唱功是有，但不好好唱功人太招黑，所以他的歌不也都是叉出去？千禧年那时候的华语乐坛本人没唱功但歌现在被吹捧成神的也不少,3,0.0,中立,0.9999949621832116,positive
152,152,97842670240,小乔的男人,回复 @绅士基佬紫 :一首歌好不好听听几句就差不多知道了啊，以前那些人也有很多歌不好听的啊。现在唱法就让很多人接受不了了，唱功也没有唱发还很奇怪。明明就是现在歌没以前好听啊，为什么有些人要当活佛呢？,2,0.0,判今,0.9738055542454852,positive
153,153,97916365328,lihaoEX,回复 @小乔的男人 :周杰伦有难听的歌？,1,0.0,中立,0.9375466476125548,positive
154,154,97947298240,人生导师丶谢广坤,有几个弹幕说程响的，我踏马六七年前初高中的时候《新娘不是我》弹幕循环不带腻的[妙啊],3,0.0,中立,0.37511817409324477,netural
155,155,97947316448,人生导师丶谢广坤,回复 @人生导师丶谢广坤 :单曲循环,0,0.0,中立,0.3833035370556863,netural
156,156,97979978336,小乔的男人,回复 @lihaoEX :没有吗？当初黑他的有多少知道吗？,0,0.0,中立,0.18566566472639356,negative
157,157,97981711632,醉眼迷离,回复 @lihaoEX :我就不喜欢听周杰伦的歌，从小到大都没变过,0,0.0,中立,0.20223862720175245,negative
158,158,97526323376,van岁yeah,别了，以前我也以为弹幕对新歌手偏见大，事实就是老歌手起码以前还有能拿的出手的虽然现在也不行了 新歌手的听都听不下去，只能说都烂，非要比烂也是给老歌手一个面子吧,0,0.0,判今,0.9859142133533019,positive
159,159,97589901856,小乔的男人,回复 @Tocci橢奇 :确实一般般啊,0,0.0,判今,0.19126212921490715,negative
160,160,97677951392,范特西仔仔,难道不是吗？新人作品没有辨识度影响力还得靠老人,0,0.0,判今,0.7589293575069287,positive
161,161,97679186400,小超人OvO,都是口水歌还好听？,0,0.0,判今,0.8102475035787573,positive
162,162,97697679600,瓦一齐,解解的超能力也被喷的挺惨的啊[笑哭],1,0.0,中立,0.9810804444489549,positive
163,163,97704657488,天逆是我,你猜为什么周杰伦那么多年不出新歌播放量还是第一[吃瓜][吃瓜][吃瓜],1,0.0,判今,0.6826849252202042,netural
164,164,97714109136,单身是一种享受,这里的新人唱歌张嘴了吗？听着就跟哼哼一样,0,0.0,判今,0.9058570540476718,positive
165,165,97725365968,世上今天也在跪舔焦叔,不用有一天 华语乐坛已经完了[脱单doge][脱单doge][脱单doge],1,0.0,判今,0.0997776223139838,negative
166,166,97778618528,二哈陛下爱吃肉,因为是抄袭的,0,0.0,判今,0.3334073263401346,netural
167,167,97807126544,睡觉的小粒粒粒粒,其实还是不景气，每年以前多少人发新歌，有多少歌是一起打榜抢第一，现在出首好听点的，就大火。,0,0.0,判今,0.9400536079611643,positive
